tweets,likes,time
"My little and humble tribute to @MillerMadeline's ""The Song of Achilles"", custom Achilles and Patroclus funko pop! I love them so much 😭❤️💚 #Achilles #Patroclus #FunkoPop #TheSongOfAchilles https://t.co/uY2i1tbVmr",0,2021-07-10 13:39:31
and what if i ginally start reading the song of achilles after i finish rereading atsu101,2,2021-07-10 13:38:28
"RT @malf0y101: // the song of achilles

I am 150 pages in and have cried four times because of the goddamn motherfucking foreshadowing I ha…",0,2021-07-10 13:37:23
"// the song of achilles

I am 150 pages in and have cried four times because of the goddamn motherfucking foreshadowing I hate it here I hate it here so bad this is the best book I’ve ever read I’m sick",33,2021-07-10 13:31:37
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 13:29:18
@literarybase The song of Achilles &amp; The book thief 🥲,0,2021-07-10 13:24:42
"RT @aeduanlover: hello everyone !! my name is nine, i’m new to booktwt &amp; looking for mutuals. 
some of my favorite books are
- the song of…",0,2021-07-10 13:21:48
"RT @taehyungnaak: me: uncle the song of achilles available hai ? 
bookstore uncle : nahi beta achilles nahi hai
me: haan PATA HAI behnchodf…",0,2021-07-10 13:19:05
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 13:18:58
"RT @aeduanlover: hello everyone !! my name is nine, i’m new to booktwt &amp; looking for mutuals. 
some of my favorite books are
- the song of…",0,2021-07-10 13:18:05
@literarybase The Song of Achilles,0,2021-07-10 13:16:58
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 13:10:21
"@lokisIove st, it, marvel, cars 😎, love victor, young royals, rw&amp;rb, the song of achilles, sex ed. hayley kiyoko, the aubreys, måneskin, gays, mentally ill people",0,2021-07-10 13:01:22
"1. The Song of Achilles (⭐️⭐️⭐️⭐️⭐️)

“I could recognize him by touch alone, by smell; I would know him blind, by the way his breaths came and his feet struck the earth. I would know him in death, at the end of the world.” https://t.co/8cMXXHqb7j",2,2021-07-10 12:58:54
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 12:56:56
it’s time to move on from The Song of Achilles it’s been a month since I finished the book but still crying about it 💔💔💔,2,2021-07-10 12:56:09
@Kt_McG_BookClub Circe is on my list ✨ I read “The song of Achilles” written by the same author and I loved it,1,2021-07-10 12:53:06
"@_coffeechai hello! murakami books are rlly good for me, and my friends say that the song of Achilles is rlly good too",1,2021-07-10 12:37:08
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 12:33:33
"me: uncle the song of achilles available hai ? 
bookstore uncle : nahi beta achilles nahi hai
me: haan PATA HAI behnchodfpatroclus bhi nahi hai .",13,2021-07-10 12:32:03
just finished reading the song of achilles and i’m fucking sobbing,1,2021-07-10 12:29:41
@fiImstopia novel sih the song of achilles,0,2021-07-10 12:29:18
"The Song of Achilles by Madeline Miller 4*- following on from The Silence of the Girls, another take on the Iliad. This book tells the story of Achilles through Patroclus’ eyes - the softer side of Achilles, a captivating love story of soul mates from childhood. https://t.co/daKfVHRTzZ",0,2021-07-10 12:25:29
2 of 5 stars to The Song of Achilles by Madeline Miller https://t.co/3HZzuRPx9e,0,2021-07-10 12:18:13
just thinking about the fact that i never finished the song of achilles,3,2021-07-10 12:13:28
"""Her mouth tightenes: ""Have you no more memories?""

""I am made of memories.""

""The Song of Achilles"", Madeline Miller",5,2021-07-10 12:12:02
should I read the song of achilles,9,2021-07-10 12:06:34
just remembered this girl stole my copy of the song of achilles in 2017,2,2021-07-10 12:05:34
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 11:56:16
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 11:56:01
Yes right now is The song of Achilles https://t.co/isiGcQnnHa,0,2021-07-10 11:55:34
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 11:51:46
I’m gonna finish The Song Of Achilles today (i hope so at least) ‼️,1,2021-07-10 11:40:31
anyone knows where to buy the song of achilles?,0,2021-07-10 11:37:55
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 11:36:47
only 100 pages and i will finish the song of achilles  https://t.co/IkomSI48Ca,6,2021-07-10 11:36:37
I’m eating figs and reading the song of achilles don’t talk to me.,0,2021-07-10 11:26:30
"in the next 6 weeks i want to finish : 
•brave new world by Huxley
•no longer human by Dazai (re-read) 
•the grand design by Hawking
•the song of Achilles by Miller
•introduction to political science and the theory of politics by Kouskouvelis (2 out of 12 chapters)",0,2021-07-10 11:20:05
"The Song of Achilles, Circe, The Midnight Library cutie ಥ‿ಥ",1,2021-07-10 11:18:32
"15% done with The Song of Achilles, by Madeline Miller https://t.co/NP50voZ6wN",1,2021-07-10 11:12:10
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 11:11:22
"RT @PERS4SSY: HI ! i'm new to #booktwt. rt/like this tweet to become mutuals.

i love:
PERCY JACKSON !!! (pjo, hoo, toa)
they both die at t…",0,2021-07-10 11:08:21
"RT @PERS4SSY: HI ! i'm new to #booktwt. rt/like this tweet to become mutuals.

i love:
PERCY JACKSON !!! (pjo, hoo, toa)
they both die at t…",0,2021-07-10 11:02:09
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:54:57
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:54:16
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:50:20
"@literarybase The Song of Achilles, The Poppy War, karya-karya Keigo Higashino, The Alchemist, dll",0,2021-07-10 10:49:20
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:33:43
i knew the song of achilles was a bit gay but this is a lot,2,2021-07-10 10:29:34
"RT @binghestears: *Bangs pots and pans* READ THE SONG OF ACHILLES FOR CLEAR SKIN

If you’ve read it I love you and we are automatically bes…",0,2021-07-10 10:25:14
duh luca tuh kyk a good kind of cry kan.... i doubt the song of achilles will be a good kind of cry....,0,2021-07-10 10:22:50
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:18:26
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:14:53
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:12:22
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:11:11
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:10:49
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:10:31
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:10:11
RT @lantsovnette: hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:…,0,2021-07-10 10:09:22
"hey besties!! im hazel and i’m new to #booktwt and would love to apply for more mutuals! here are my current favs + tbr:

grishaverse
shatter me 
tbr:
folk of the air
acotar 
the song of achilles
v.e schwab books (there’s a few)
+ a few others 

pls help rt so i can find moots :)",46,2021-07-10 10:09:11
"RT @maples_frances: I got my first two tattoos the other day, Achilles on one arm and Sappho on the other. I wanted it to symbolize solidar…",0,2021-07-10 09:52:31
"RT @ToneattoGiulia: In love with @MillerMadeline 's ""The Song of Achilles"" 🧡🏺 #thesongofachilles #fanart https://t.co/05ChzIAtYM",0,2021-07-10 09:51:47
booktwt if you wanna let me in i know it’s like 4 am for me rn but i just finished the song of achilles and a book has never made me feel that pain before,0,2021-07-10 09:47:06
@bmrgtxx how dare u make me cry reading the song of achilles 😔😩🚶,1,2021-07-10 09:12:27
i think im gonna read the song of achilles noww,0,2021-07-10 09:04:23
@yamigoopszies OMG IVE READ THE SONG OF ACHILLES AND THEY BOTH DIE AT THE END SOBS,1,2021-07-10 08:43:35
@intubbvc using the song of achilles. yes. me cry. 😌,0,2021-07-10 08:28:28
I want to read 'the song of achilles' WAHHHHHHH,1,2021-07-10 08:20:59
"*Bangs pots and pans* READ THE SONG OF ACHILLES FOR CLEAR SKIN

If you’ve read it I love you and we are automatically best friends idc",0,2021-07-10 08:12:30
"@prentissthemilf anything agatha christie, gone girl, the song of achilles, beach read, the hating game, you deserve each other",2,2021-07-10 07:48:18
"RT @leaf_juice: “Swear to me that if you go, you will not fight them,”
-definitely not The Song of Achilles, but actually what achilles sai…",0,2021-07-10 07:46:21
RT @fairytalellie: bookworm via reads greek mythology retellings– including the song of achilles. is not really sure what to feel about fan…,0,2021-07-10 07:38:02
"as much as i liked the song of achilles, i hated the middle part. it was literally so boring i just kept skipping through a lot of the chapters",3,2021-07-10 07:37:40
send the song of Achilles book pls!,0,2021-07-10 07:35:30
I actually do hate the song of achilles WHY IS IT SO SAD,4,2021-07-10 07:25:08
5 of 5 stars to The Song of Achilles by Madeline Miller https://t.co/eD1sT9iED8,0,2021-07-10 07:12:52
I just finished The Song Of Achilles 😃 ang lungkot ng buhai 😃😃,0,2021-07-10 07:07:24
seeing the song of achilles this morning has really fucked up my day,0,2021-07-10 06:55:48
the song of achilles (madeline miller) https://t.co/UT7F1Ivllj,0,2021-07-10 06:38:20
anyways I bought the song of achilles book today and so far it’s pretty good,0,2021-07-10 06:38:15
"how i spend my friday nights,
“ASMR | Getting Photography Portraits Taken (you’re a baby)”,
whilst reading the song of achilles https://t.co/ViVjoCPQk4",0,2021-07-10 06:32:41
@goodreads Finishing Malorie by Josh Malerman then I'll be starting The song of Achilles which I'm so excited for,0,2021-07-10 06:24:50
goshh i really want to read the song of achilles 😭,0,2021-07-10 06:12:46
@hourlyrahim the song of achilles was some shit that changed you Mentally,0,2021-07-10 06:02:38
no matter how low life gets i’m never reading the song of achilles,0,2021-07-10 06:01:12
Why is the song of Achilles so..,0,2021-07-10 05:56:30
so anyway guess who’s reading the song of achilles tomorrow after owning it for like two years ? writing it here so i can’t just not read it again https://t.co/0b0kbLiHYs,0,2021-07-10 05:44:52
i’m reading the song of achilles my irl told me to get ready to sob,1,2021-07-10 05:36:43
"Me: I am happily single ill have you know 

Also me: staring at a candle burning while my playlist based of the song of Achilles plays in the background *sobs*",0,2021-07-10 05:30:39
@literarybase the song of achilles sama they both die at the end!,1,2021-07-10 05:29:55
"“Swear to me that if you go, you will not fight them,”
-definitely not The Song of Achilles, but actually what achilles said to patroclus word for word https://t.co/nHwBXVNEjL",2,2021-07-10 04:52:02
"RT @skyydotcom: hi my name is sky :) i’m new to booktwt and wanna make more reading moots 

i’ll just list some of my current favs, rt if y…",0,2021-07-10 04:51:57
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-10 04:46:50
"the song of achilles has already made me tear up ,,, help",1,2021-07-10 04:46:27
I WILL finish the song of achilles before the month ends ILL COME BACK TO THIS TWEET,0,2021-07-10 04:31:03
i just finished the song of achilles and man was it beautiful but i am genuinely SOBBING https://t.co/HrdaMKQJGu,2,2021-07-10 04:28:24
@biancaaa___aaa its not fair i couldve had way less breakdowns abt my identity if i just hadnt picked up the song of achilles,1,2021-07-10 03:52:30
reading the song of achilles and drinking chocolate milk,0,2021-07-10 03:47:41
i finished “the song of achilles” finally and now i’m just sitting on the couch listening to sufjan stevens..,2,2021-07-10 03:45:32
"ive also read:

-The Song Of Achilles
-The Midnight Library
-Ugly Love
-Conversations With Friends",0,2021-07-10 03:31:28
"@charliecapen have you read the song of achilles by madeline miller? and if not, would you consider it? it's the story of achilles and patroclus, told from the POV of patroclus, throughout their lives and it's textually gay (as it was irl and should be)",4,2021-07-10 03:29:49
i’m reading the song of achilles wish me luck,103,2021-07-10 03:12:30
"RT @giIdedfae: updating my #booktwt list to find moots!

🌷 The Song of Achilles 
🦷 Gone Girl
🌷 tog, acotar
🦷 The Raven Cycle
🌷 All Souls Tr…",0,2021-07-10 02:58:57
glad i didn't know the story between achilles and patroclus before reading the song of achilles,0,2021-07-10 02:57:17
"RT @dorkygirlsreads: Hi! I wanna make more moots so here's some of my favorite books &amp; series! 
-The Invisible Life of Addie La Rue
-Lore
-…",0,2021-07-10 02:29:37
i just finished the song of achilles and i'm not okay,3,2021-07-10 02:27:39
began reading the song of achilles out of curiosity &amp; recommendation but i already feel the heartbreak,15,2021-07-10 02:14:39
just finished the song of achilles and i’m bawling,0,2021-07-10 02:07:56
just finished reading the song of achilles I AM BROCKEN🖤🥀⛓,2,2021-07-10 01:43:24
"I don't remember how I stumbled on this book, but I recommend it highly: The Song of Achilles by Madeline Miller",0,2021-07-10 01:42:02
@grassreads the song of achilles &lt;3,1,2021-07-10 01:40:15
@MACMlLLR is the song of achilles good??? i've been thinking about buying it,1,2021-07-10 01:13:19
"Some I’ve already read 

•The red queen series 
•The hush hush trilogy 
•Vampire academy 
•Hunger games 
•The song of Achilles 
•Maze runner trilogy",0,2021-07-10 00:50:28
I have been in a reading SLUMP for…let’s be honest years (former gifted kid burnout idk?) anyway I just started reading The Song of Achilles and it’s already killing me. 😭🙃 Tbh I just want to have the stamina to read some of TBR pile after this. 🤞🏻,2,2021-07-10 00:35:15
want to start reading where the crawdads sing asap but i'm still recovering from the song of achilles,8,2021-07-10 00:33:05
RT @aliceblakeart: #InktoberDay17 Patroclus and Achilles as portrayed in The Song of Achilles by Madeline Miller 👌 #inktober2020 #thesongof…,0,2021-07-10 00:13:57
"25% done with The Song of Achilles, by Madeline Miller https://t.co/2JNi3Azmtc",1,2021-07-10 00:12:41
i cant stop thinking about the song of achilles…..those faggots have me hooked,0,2021-07-10 00:08:13
GOD FUCKING... THE SONG OF ACHILLES.... GOD I HATE GAYSSS,3,2021-07-10 00:02:46
"RT @aeduanlove: hello everyone !! my name is nine, i’m new to booktwt &amp; looking for mutuals. 
some of my favorite books are
- the song of a…",0,2021-07-09 23:59:06
I really bought The Song of Achilles today huh? I really wanna make myself cry huh?,1,2021-07-09 23:55:35
GUYS I NEED THE SONG OF ACHILLES BUT I CAN'T GIND IT ANYWHERE,0,2021-07-09 23:44:05
@touchoflouis i'm reading the song of achilles rn it's rlly rlly good so faaarr,0,2021-07-09 23:44:01
"Hi! I wanna make more moots so here's some of my favorite books &amp; series! 
-The Invisible Life of Addie La Rue
-Lore
-The song of Achilles
-Loveboat, Taipei
-The Book Thief
-The Perks of being a Wallflower
-The Hunger Games (series) 
-The selection (series)",4,2021-07-09 23:43:56
"RT @murdersub: ""I could recognize him by touch alone, by smell; I would know him blind, by the way his breaths came and his feet struck the…",0,2021-07-09 23:39:48
@idolestic THE SONG OF ACHILLES,1,2021-07-09 23:29:55
i am finishing the song of achilles,2,2021-07-09 23:08:32
@starveorsmthn dont reread the song of achilles. read hani and ishu's guide to fake dating instead.,1,2021-07-09 22:35:31
someone tell me not to reread the song of achilles bc it could quite literally be my downfall,0,2021-07-09 22:33:34
i finished the song of achilles https://t.co/o9wtjqDyQK,1,2021-07-09 22:23:57
oh my god (im reading the song of achilles) just got to That Part i was not expecting that https://t.co/Nxhm3fyqFO,9,2021-07-09 22:14:44
@signofthelime the same happened to me when i read the song of achilles I literally finished it in two days too,0,2021-07-09 22:03:00
"RT @aeduanlove: hello everyone !! my name is nine, i’m new to booktwt &amp; looking for mutuals. 
some of my favorite books are
- the song of a…",0,2021-07-09 21:43:51
I’ve finally read The Song of Achilles and it’s mostly ruined me,0,2021-07-09 21:37:32
"hello everyone !! my name is nine, i’m new to booktwt &amp; looking for mutuals. 
some of my favorite books are
- the song of achilles
- the raven cycle series
- the conqueror’s saga
i’m currently windwitch by susan dennard
like or rt &amp; i’ll follow you :))",21,2021-07-09 21:35:37
"RT @murdersub: ""I could recognize him by touch alone, by smell; I would know him blind, by the way his breaths came and his feet struck the…",0,2021-07-09 21:31:00
@touchoflouis THE SONG OF ACHILLES PLS IM READING IT NOW ITS SO FUCKING GOOD I CANT,0,2021-07-09 21:28:48
5 of 5 stars to The Song of Achilles by Madeline Miller https://t.co/tQZB4Sq02x,0,2021-07-09 21:28:23
I finished The Song of Achilles and now I’m a mess,1,2021-07-09 21:18:03
"@MissYouStyles17 ahaha, I 'm reading "" the song of Achilles"". where are you from?",1,2021-07-09 21:09:55
"obsessed with the song of achilles, i just know it’s gonna ruin me",0,2021-07-09 21:07:04
"@brainlairbooks The Song of Achilles in my pants

Not quite as much fun as they usually are",2,2021-07-09 21:04:33
@darkfoIk I LOVE TFOA!! i cant wait to read the song of achilles😌,0,2021-07-09 21:04:09
@stateoftiago i was listening to it reading the song of achilles in true gay fashion 😭 i love ha,1,2021-07-09 20:56:21
@tauntwilbur THE SONG OF ACHILLEs orrr maybe the seven husbands of evelyn hugo,1,2021-07-09 20:34:24
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 20:33:17
"RT @murdersub: ""I could recognize him by touch alone, by smell; I would know him blind, by the way his breaths came and his feet struck the…",0,2021-07-09 20:31:30
RT @fairytalellie: bookworm via reads greek mythology retellings– including the song of achilles. is not really sure what to feel about fan…,0,2021-07-09 20:18:10
"goal to read this year na physical book

1. The Song of Achilles
2. The Seven Husbands of Evelyn Hugo
3. The Silent Patient",0,2021-07-09 20:17:53
@grassreads the song of achilles for sure!! 😭,2,2021-07-09 20:14:53
"RT @ToneattoGiulia: In love with @MillerMadeline 's ""The Song of Achilles"" 🧡🏺 #thesongofachilles #fanart https://t.co/05ChzIAtYM",0,2021-07-09 20:07:46
"22% done with The Song of Achilles, by Madeline Miller: Okay but the narrators voice is ... https://t.co/Ju9oRC2p6W",0,2021-07-09 20:07:38
"RT @_azzabdelrahman: “it is the greater grief, after all, to be left on earth when another is gone.”  - Excerpt from The Song of Achilles b…",0,2021-07-09 20:06:01
oomf reading the song of achilles and live tweeting the mental breakdown,3,2021-07-09 19:49:19
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 19:41:11
"1. Run - The Song of Achilles
Only now that I've written that down have I noticed that Achilles' whole thing is running lol. 
Idk, this song has the beat that I associate with the book. Also the perfect mix of minor and major notes, I just love",0,2021-07-09 19:37:55
Fia the song of achilles is so boring😔,0,2021-07-09 19:32:57
"RT @QU1LL1NK: the song of achilles              the song of
                                                achilles after…",0,2021-07-09 19:23:12
"I just finished an 11 hour long audiobook. I feel powerful, like a literal goddess of productivity or something. I also feel awful because the book I read was The Song of Achilles by Madeline Miller and its deliciously tragic. ALL THE STARS out of 5 stars.#tsoa",0,2021-07-09 19:20:41
"@louisfearlless six of crows omg, red white &amp; royal blue, the song of achilles",1,2021-07-09 19:14:54
"“Name one hero who was happy.”

Hello, it’s almost 3am and here I am, still weeping over Madeline Miller’s ‘The Song of Achilles’ hhHSHWKDK",4,2021-07-09 18:59:28
the song of achilles was boring + written in a way i disliked i do not understand the tears https://t.co/Rd1uCDk5Do,1,2021-07-09 18:35:16
"New on my reading list: the Emily Wilson translation of Homer's Odyssey. Contemplating that as a summer project to be followed by Madeline Miller's ""The Song of Achilles"" and ""Circe."" #FridayReads",5,2021-07-09 18:34:00
"""The Song of Achilles"" Mood: https://t.co/P9EmsvdhhM",3,2021-07-09 18:32:55
Finishing young royals in one day and then finishing the song of Achilles the next day was the worst idea ever. I've never feel emptier in my life. Any volunteers to pay for my therapy?,2,2021-07-09 18:25:49
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 18:19:21
Wow The Song of Achilles really had me crying last night. Good book 100% recommend,0,2021-07-09 18:13:24
"The song of Achilles is so good,I wish gay ppl were real💔🥺",1,2021-07-09 18:07:40
@dilfoy the song of achilles,1,2021-07-09 17:55:43
I *just* finished the song of achilles. Frankenstein is gayer,8,2021-07-09 17:50:02
Hey gang I just finished the song of Achilles https://t.co/USObGu7l2O,3,2021-07-09 17:44:09
Finishing the song of Achilles was my breaking point. https://t.co/CQYnOk4zYr,1,2021-07-09 17:41:41
i’m about half way through “the song of achilles” and i already know i will sob from it,2,2021-07-09 17:40:05
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 17:32:42
4 of 5 stars to The Song of Achilles by Madeline Miller https://t.co/3iMXgVFRUH,1,2021-07-09 17:28:59
@favouritecrime_ im probs taking both bc the song of achilles is kinda hard to read and understand and just to a little city in Estonia,0,2021-07-09 17:28:19
"⋇⋆✦⋆⋇ the song of achilles ⋇⋆✦⋆⋇

★ ★ ★ ★ ★/5

-BEAUTIFUL book
-its so beautifully written. so poetic i highlighted so much of it
-made me sob for hours
-i’ll never recover from this
-my favorite book and ill never stop recommending it https://t.co/8xKhJTYspj",0,2021-07-09 17:23:28
@GLDNWNDWSLL the song of achilles,0,2021-07-09 17:23:16
@GLDNWNDWSLL the song of achilles!!,0,2021-07-09 17:20:54
what book should i take with me to my road trip? it ends with us or the song of achilles?,0,2021-07-09 17:20:11
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 17:10:56
"@greenbookfairy @lithyena Wait is “Red, white, and royal blue” called something different on your cover? Also the song of Achilles cover is soooo pretty",1,2021-07-09 17:07:26
@FineLineNat_ the song of achilles by madeline miller &amp; it ends with us by colleen hoover,0,2021-07-09 17:02:35
@goodreads The Song of Achilles.,0,2021-07-09 16:59:56
i swear if i don’t cry while reading The Song of Achilles i’m going to be so upset.,0,2021-07-09 16:49:50
"RT @daphcarstairs: hey! i’m trying to get more #booktwt moots. i haven’t read a lot but here are some of my favs: 
- six of crows
- shadow…",0,2021-07-09 16:49:44
RT @fairytalellie: bookworm via reads greek mythology retellings– including the song of achilles. is not really sure what to feel about fan…,0,2021-07-09 16:49:19
"RT @ladyoforien: “I could recognize him by touch alone, by smell; I would know him blind, by the way his breaths came and his feet struck t…",0,2021-07-09 16:48:06
@literarybase the song of achilles?,0,2021-07-09 16:45:57
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 16:44:30
i got the song of achilles i am prepared to cry🤧,0,2021-07-09 16:40:41
"RT @fiionaloml: ok wait here’s my like actual application for more mutuals 
-shameless
-american horror story
-the virgin suicides 
-orange…",0,2021-07-09 16:36:23
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 16:34:47
"@deadsamurai1899 չէ, քաղաք չեմ, համ էլ իրանց շատ եմ սիրում հլը որ չեմ տա :))
սրանք են՝
Kafka on the Shore - Haruki Murakami
The Song of Achilles - Madeline Miller
Sapiens: A Brief History of Humankind - Yuval Noah Harari
The Design of Everyday Things - Don Norman",0,2021-07-09 16:25:59
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 16:25:06
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 16:17:35
@raspberry_smash the song of achilles by madeline miller made me cry like a baby for an hour. idk if that's what you mean by soul but i definitely would not describe that book as soulless. (i listened to the audiobook which there are versions of on youtube),1,2021-07-09 16:14:38
is the song of achilles a fast read?,2,2021-07-09 16:09:21
finally read the song of achilles i am sobbing,0,2021-07-09 16:03:27
Not the song of achilles making me cry already and im barely in chapter 5,0,2021-07-09 15:53:15
"""The Song of Achilles"" https://t.co/PyfVRoopnF",4,2021-07-09 15:47:28
"RT @darkfoIk: hi besties my name is laur, im 19 and my pronouns are she/her. im new to #booktwt and im looking for mutuals!

some of my fav…",0,2021-07-09 15:38:36
